cid,cmpdname,cmpdsynonym,mw,mf,polararea,complexity,xlogp,heavycnt,hbonddonor,hbondacc,rotbonds,inchi,smiles,inchikey,iupacname,exactmass,monoisotopicmass,charge,covalentunitcnt,isotopeatomcnt,totalatomstereocnt,definedatomstereocnt,undefinedatomstereocnt,totalbondstereocnt,definedbondstereocnt,undefinedbondstereocnt,pclidcnt,gpidcnt,gpfamilycnt,meshheadings,annothits,annothitcnt,aids,cidcdate,sidsrcname,depcatg,annotation
3716571,"5-(azepan-1-yl)-N-(2,5-dimethoxyphenyl)-4-nitro-2,1,3-benzoxadiazol-7-amine",,413.4,C20H23N5O5,118,570,3.8,30,1,9,5,"InChI=1S/C20H23N5O5/c1-28-13-7-8-17(29-2)14(11-13)21-15-12-16(24-9-5-3-4-6-10-24)20(25(26)27)19-18(15)22-30-23-19/h7-8,11-12,21H,3-6,9-10H2,1-2H3",COC1=CC(=C(C=C1)OC)NC2=CC(=C(C3=NON=C23)[N+](=O)[O-])N4CCCCCC4,QIOBLAJQAHNPAN-UHFFFAOYSA-N,"5-(azepan-1-yl)-N-(2,5-dimethoxyphenyl)-4-nitro-2,1,3-benzoxadiazol-7-amine",413.17,413.17,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,20050910,ABI Chem|ChemDB|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
3728796,"5-(azepan-1-yl)-N-[2-(cyclohexen-1-yl)ethyl]-4-nitro-2,1,3-benzoxadiazol-7-amine",,385.5,C20H27N5O3,100,559,4.4,28,1,7,5,"InChI=1S/C20H27N5O3/c26-25(27)20-17(24-12-6-1-2-7-13-24)14-16(18-19(20)23-28-22-18)21-11-10-15-8-4-3-5-9-15/h8,14,21H,1-7,9-13H2",C1CCCN(CC1)C2=C(C3=NON=C3C(=C2)NCCC4=CCCCC4)[N+](=O)[O-],VBIHKSVCOJOIDI-UHFFFAOYSA-N,"5-(azepan-1-yl)-N-[2-(cyclohexen-1-yl)ethyl]-4-nitro-2,1,3-benzoxadiazol-7-amine",385.211,385.211,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,20050910,ABI Chem|ChemDB|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
3729907,"5-(azepan-1-yl)-N-(4-fluorophenyl)-4-nitro-2,1,3-benzoxadiazol-7-amine",,371.4,C18H18FN5O3,100,506,4,27,1,8,3,"InChI=1S/C18H18FN5O3/c19-12-5-7-13(8-6-12)20-14-11-15(23-9-3-1-2-4-10-23)18(24(25)26)17-16(14)21-27-22-17/h5-8,11,20H,1-4,9-10H2",C1CCCN(CC1)C2=C(C3=NON=C3C(=C2)NC4=CC=C(C=C4)F)[N+](=O)[O-],VMDBNPIIQMVUFB-UHFFFAOYSA-N,"5-(azepan-1-yl)-N-(4-fluorophenyl)-4-nitro-2,1,3-benzoxadiazol-7-amine",371.139,371.139,0,1,0,0,0,0,0,0,0,0,0,0,,Classification,1,,20050910,ABI Chem|ChemDB|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
3739267,"5-(azepan-1-yl)-N-[4-(furan-2-yl)butan-2-yl]-N-methyl-4-nitro-2,1,3-benzoxadiazol-7-amine",,413.5,C21H27N5O4,104,568,4.3,30,0,8,6,"InChI=1S/C21H27N5O4/c1-15(9-10-16-8-7-13-29-16)24(2)17-14-18(25-11-5-3-4-6-12-25)21(26(27)28)20-19(17)22-30-23-20/h7-8,13-15H,3-6,9-12H2,1-2H3",CC(CCC1=CC=CO1)N(C)C2=CC(=C(C3=NON=C23)[N+](=O)[O-])N4CCCCCC4,LUPBUYJIOMZNKB-UHFFFAOYSA-N,"5-(azepan-1-yl)-N-[4-(furan-2-yl)butan-2-yl]-N-methyl-4-nitro-2,1,3-benzoxadiazol-7-amine",413.206,413.206,0,1,0,1,0,1,0,0,0,0,0,0,,,0,,20050910,ABI Chem|ChemDB|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
3765719,"7-(azepan-1-yl)-N-(2,5-dimethylphenyl)-4-nitro-2,1,3-benzoxadiazol-5-amine","7-(azepan-1-yl)-N-(2,5-dimethylphenyl)-4-nitro-2,1,3-benzoxadiazol-5-amine|Oprea1_077364|STK833880|AKOS001639772|EU-0076149|SR-01000474693|SR-01000474693-1",381.4,C20H23N5O3,100,536,5.2,28,1,7,3,"InChI=1S/C20H23N5O3/c1-13-7-8-14(2)15(11-13)21-16-12-17(24-9-5-3-4-6-10-24)18-19(23-28-22-18)20(16)25(26)27/h7-8,11-12,21H,3-6,9-10H2,1-2H3",CC1=CC(=C(C=C1)C)NC2=C(C3=NON=C3C(=C2)N4CCCCCC4)[N+](=O)[O-],ZCMMBWLOSKGGBH-UHFFFAOYSA-N,"7-(azepan-1-yl)-N-(2,5-dimethylphenyl)-4-nitro-2,1,3-benzoxadiazol-5-amine",381.18,381.18,0,1,0,0,0,0,0,0,0,0,0,0,,Biological Test Results|Spectral Information,2,422|1259310|1259374|1259422|1508602,20050910,ABI Chem|AKos Consulting & Solutions|Aurora Fine Chemicals LLC|Chem-Space.com Database|ChemBank|ChemDB|ChemDiv|ChemSpider|DiscoveryGate|Emory University Molecular Libraries Screening Center|Mcule|MolPort|NextBio|The Scripps Research Institute Molecular Screening Center|Vitas-M Laboratory|ZINC,Chemical Vendors|Legacy Depositors|NIH Initiatives|Research and Development|Subscription Services,
3776781,"N,N-dimethyl-4-nitro-7-(1,3,3-trimethyl-6-azabicyclo[3.2.1]octan-6-yl)-2,1,3-benzoxadiazol-5-amine",,359.4,C18H25N5O3,91.2,580,3.8,26,0,7,2,"InChI=1S/C18H25N5O3/c1-17(2)7-11-8-18(3,9-17)10-22(11)12-6-13(21(4)5)16(23(24)25)15-14(12)19-26-20-15/h6,11H,7-10H2,1-5H3",CC1(CC2CC(C1)(CN2C3=CC(=C(C4=NON=C34)[N+](=O)[O-])N(C)C)C)C,HLUDNMOJIQKUTA-UHFFFAOYSA-N,"N,N-dimethyl-4-nitro-7-(1,3,3-trimethyl-6-azabicyclo[3.2.1]octan-6-yl)-2,1,3-benzoxadiazol-5-amine",359.196,359.196,0,1,0,2,0,2,0,0,0,0,0,0,,,0,,20050911,ABI Chem|ChemDB|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
3777179,"5-(azepan-1-yl)-N-(3-methoxypropyl)-4-nitro-N-(pyridin-2-ylmethyl)-2,1,3-benzoxadiazol-7-amine",,440.5,C22H28N6O4,113,585,3.1,32,0,9,8,"InChI=1S/C22H28N6O4/c1-31-14-8-13-27(16-17-9-4-5-10-23-17)18-15-19(26-11-6-2-3-7-12-26)22(28(29)30)21-20(18)24-32-25-21/h4-5,9-10,15H,2-3,6-8,11-14,16H2,1H3",COCCCN(CC1=CC=CC=N1)C2=CC(=C(C3=NON=C23)[N+](=O)[O-])N4CCCCCC4,OOSWDMLHZFRXAA-UHFFFAOYSA-N,"5-(azepan-1-yl)-N-(3-methoxypropyl)-4-nitro-N-(pyridin-2-ylmethyl)-2,1,3-benzoxadiazol-7-amine",440.217,440.217,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,20050911,ABI Chem|ChemDB|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
3779997,"1-N-[5-(azepan-1-yl)-4-nitro-2,1,3-benzoxadiazol-7-yl]-4-N,4-N-dimethylbenzene-1,4-diamine",,396.4,C20H24N6O3,103,543,4,29,1,8,4,"InChI=1S/C20H24N6O3/c1-24(2)15-9-7-14(8-10-15)21-16-13-17(25-11-5-3-4-6-12-25)20(26(27)28)19-18(16)22-29-23-19/h7-10,13,21H,3-6,11-12H2,1-2H3",CN(C)C1=CC=C(C=C1)NC2=CC(=C(C3=NON=C23)[N+](=O)[O-])N4CCCCCC4,KWPBWZNQOYUIQP-UHFFFAOYSA-N,"1-N-[5-(azepan-1-yl)-4-nitro-2,1,3-benzoxadiazol-7-yl]-4-N,4-N-dimethylbenzene-1,4-diamine",396.191,396.191,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,20050911,ABI Chem|ChemDB|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
3789548,"5-(azepan-1-yl)-N-methyl-N-(1-methylpiperidin-4-yl)-4-nitro-2,1,3-benzoxadiazol-7-amine",,388.5,C19H28N6O3,94.5,530,3,28,0,8,3,"InChI=1S/C19H28N6O3/c1-22-11-7-14(8-12-22)23(2)15-13-16(24-9-5-3-4-6-10-24)19(25(26)27)18-17(15)20-28-21-18/h13-14H,3-12H2,1-2H3",CN1CCC(CC1)N(C)C2=CC(=C(C3=NON=C23)[N+](=O)[O-])N4CCCCCC4,BZMSRDVKTNDEDU-UHFFFAOYSA-N,"5-(azepan-1-yl)-N-methyl-N-(1-methylpiperidin-4-yl)-4-nitro-2,1,3-benzoxadiazol-7-amine",388.222,388.222,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,20050911,ABI Chem|ChemDB|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
3790874,"7-(azepan-1-yl)-N-(3-bromo-4-methylphenyl)-4-nitro-2,1,3-benzoxadiazol-5-amine","STK551632|AKOS005479072|7-(azepan-1-yl)-N-(3-bromo-4-methylphenyl)-4-nitro-2,1,3-benzoxadiazol-5-amine",446.3,C19H20BrN5O3,100,542,5.5,28,1,7,3,"InChI=1S/C19H20BrN5O3/c1-12-6-7-13(10-14(12)20)21-15-11-16(24-8-4-2-3-5-9-24)17-18(23-28-22-17)19(15)25(26)27/h6-7,10-11,21H,2-5,8-9H2,1H3",CC1=C(C=C(C=C1)NC2=C(C3=NON=C3C(=C2)N4CCCCCC4)[N+](=O)[O-])Br,VQFROQSXGPDNTB-UHFFFAOYSA-N,"7-(azepan-1-yl)-N-(3-bromo-4-methylphenyl)-4-nitro-2,1,3-benzoxadiazol-5-amine",445.075,445.075,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,20050911,"ABI Chem|AKos Consulting & Solutions|Chem-Space.com Database|ChemDB|ChemSpider|DiscoveryGate|LabNetwork, a WuXi AppTec Company|Mcule|MolPort|NextBio|Vitas-M Laboratory|ZINC",Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
3792700,"4-Nitro-5-(1,3,3-trimethyl-6-azabicyclo[3.2.1]octan-6-yl)-2,1,3-benzoxadiazole",,316.35,C16H20N4O3,88,508,3.7,23,0,6,1,"InChI=1S/C16H20N4O3/c1-15(2)6-10-7-16(3,8-15)9-19(10)12-5-4-11-13(18-23-17-11)14(12)20(21)22/h4-5,10H,6-9H2,1-3H3",CC1(CC2CC(C1)(CN2C3=C(C4=NON=C4C=C3)[N+](=O)[O-])C)C,WAFBSIQPBUOJFA-UHFFFAOYSA-N,"4-nitro-5-(1,3,3-trimethyl-6-azabicyclo[3.2.1]octan-6-yl)-2,1,3-benzoxadiazole",316.154,316.154,0,1,0,2,0,2,0,0,0,0,0,0,,,0,,20050911,ABI Chem|ChemDB|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
3801152,"4-Nitro-7-(1,3,3-trimethyl-6-azabicyclo[3.2.1]octan-6-yl)-2,1,3-benzoxadiazole",,316.35,C16H20N4O3,88,508,3.7,23,0,6,1,"InChI=1S/C16H20N4O3/c1-15(2)6-10-7-16(3,8-15)9-19(10)11-4-5-12(20(21)22)14-13(11)17-23-18-14/h4-5,10H,6-9H2,1-3H3",CC1(CC2CC(C1)(CN2C3=CC=C(C4=NON=C34)[N+](=O)[O-])C)C,PSYRSHIWCCHWRA-UHFFFAOYSA-N,"4-nitro-7-(1,3,3-trimethyl-6-azabicyclo[3.2.1]octan-6-yl)-2,1,3-benzoxadiazole",316.154,316.154,0,1,0,2,0,2,0,0,0,0,0,0,,,0,,20050911,ABI Chem|ChemDB|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
3802811,"5-(azepan-1-yl)-N-(5-bromopyridin-2-yl)-4-nitro-2,1,3-benzoxadiazol-7-amine",,433.3,C17H17BrN6O3,113,515,3.8,27,1,8,3,"InChI=1S/C17H17BrN6O3/c18-11-5-6-14(19-10-11)20-12-9-13(23-7-3-1-2-4-8-23)17(24(25)26)16-15(12)21-27-22-16/h5-6,9-10H,1-4,7-8H2,(H,19,20)",C1CCCN(CC1)C2=C(C3=NON=C3C(=C2)NC4=NC=C(C=C4)Br)[N+](=O)[O-],CNDDRZRFYKTXEA-UHFFFAOYSA-N,"5-(azepan-1-yl)-N-(5-bromopyridin-2-yl)-4-nitro-2,1,3-benzoxadiazol-7-amine",432.055,432.055,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,20050911,ABI Chem|ChemDB|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
3814256,"5-(azepan-1-yl)-N-benzyl-N-ethyl-4-nitro-2,1,3-benzoxadiazol-7-amine",,395.5,C21H25N5O3,91.2,531,4.3,29,0,7,5,"InChI=1S/C21H25N5O3/c1-2-24(15-16-10-6-5-7-11-16)17-14-18(25-12-8-3-4-9-13-25)21(26(27)28)20-19(17)22-29-23-20/h5-7,10-11,14H,2-4,8-9,12-13,15H2,1H3",CCN(CC1=CC=CC=C1)C2=CC(=C(C3=NON=C23)[N+](=O)[O-])N4CCCCCC4,PERVVBBLJVCVAW-UHFFFAOYSA-N,"5-(azepan-1-yl)-N-benzyl-N-ethyl-4-nitro-2,1,3-benzoxadiazol-7-amine",395.196,395.196,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,20050911,ABI Chem|ChemDB|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
3819143,"Methyl 2-[[5-(azepan-1-yl)-4-nitro-2,1,3-benzoxadiazol-7-yl]amino]acetate",,349.34,C15H19N5O5,126,479,2.2,25,1,9,5,"InChI=1S/C15H19N5O5/c1-24-12(21)9-16-10-8-11(19-6-4-2-3-5-7-19)15(20(22)23)14-13(10)17-25-18-14/h8,16H,2-7,9H2,1H3",COC(=O)CNC1=CC(=C(C2=NON=C12)[N+](=O)[O-])N3CCCCCC3,YTUWZTWHNYCERP-UHFFFAOYSA-N,"methyl 2-[[5-(azepan-1-yl)-4-nitro-2,1,3-benzoxadiazol-7-yl]amino]acetate",349.139,349.139,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,20050911,ABI Chem|ChemDB|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
3844608,"5-(azepan-1-yl)-N-naphthalen-2-yl-4-nitro-2,1,3-benzoxadiazol-7-amine",,403.4,C22H21N5O3,100,594,5.1,30,1,7,3,"InChI=1S/C22H21N5O3/c28-27(29)22-19(26-11-5-1-2-6-12-26)14-18(20-21(22)25-30-24-20)23-17-10-9-15-7-3-4-8-16(15)13-17/h3-4,7-10,13-14,23H,1-2,5-6,11-12H2",C1CCCN(CC1)C2=C(C3=NON=C3C(=C2)NC4=CC5=CC=CC=C5C=C4)[N+](=O)[O-],XMEJXKLGMAVXHC-UHFFFAOYSA-N,"5-(azepan-1-yl)-N-naphthalen-2-yl-4-nitro-2,1,3-benzoxadiazol-7-amine",403.164,403.164,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,20050911,ABI Chem|ChemDB|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
3850929,"5-(azepan-1-yl)-4-nitro-N-quinolin-6-yl-2,1,3-benzoxadiazol-7-amine",,404.4,C21H20N6O3,113,596,4.1,30,1,8,3,"InChI=1S/C21H20N6O3/c28-27(29)21-18(26-10-3-1-2-4-11-26)13-17(19-20(21)25-30-24-19)23-15-7-8-16-14(12-15)6-5-9-22-16/h5-9,12-13,23H,1-4,10-11H2",C1CCCN(CC1)C2=C(C3=NON=C3C(=C2)NC4=CC5=C(C=C4)N=CC=C5)[N+](=O)[O-],JIEGBYWPBKLDBN-UHFFFAOYSA-N,"5-(azepan-1-yl)-4-nitro-N-quinolin-6-yl-2,1,3-benzoxadiazol-7-amine",404.16,404.16,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,20050911,ABI Chem|ChemDB|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
3888085,"4-amino-N-[1-[4-(azepan-1-yl)phenyl]ethylideneamino]-3,5,6-trichloropyridine-2-carboxamide",,454.8,C20H22Cl3N5O,83.6,576,5.2,29,2,5,4,"InChI=1S/C20H22Cl3N5O/c1-12(13-6-8-14(9-7-13)28-10-4-2-3-5-11-28)26-27-20(29)18-15(21)17(24)16(22)19(23)25-18/h6-9H,2-5,10-11H2,1H3,(H2,24,25)(H,27,29)",CC(=NNC(=O)C1=NC(=C(C(=C1Cl)N)Cl)Cl)C2=CC=C(C=C2)N3CCCCCC3,WKVJPYUUHYZAKM-UHFFFAOYSA-N,"4-amino-N-[1-[4-(azepan-1-yl)phenyl]ethylideneamino]-3,5,6-trichloropyridine-2-carboxamide",453.089,453.089,0,1,0,0,0,0,1,0,1,0,0,0,,,0,,20050912,ABI Chem|ChemDB|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
3891757,(4-Methoxycarbonylphenyl)methyl 4-(azepan-1-yl)-3-nitrobenzoate,,412.4,C22H24N2O6,102,591,4.3,30,0,7,7,"InChI=1S/C22H24N2O6/c1-29-21(25)17-8-6-16(7-9-17)15-30-22(26)18-10-11-19(20(14-18)24(27)28)23-12-4-2-3-5-13-23/h6-11,14H,2-5,12-13,15H2,1H3",COC(=O)C1=CC=C(C=C1)COC(=O)C2=CC(=C(C=C2)N3CCCCCC3)[N+](=O)[O-],CMDKYINQSBYXLI-UHFFFAOYSA-N,(4-methoxycarbonylphenyl)methyl 4-(azepan-1-yl)-3-nitrobenzoate,412.163,412.163,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,20050912,ABI Chem|ChemDB|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
3897144,"1-[1-[4-(Azepan-1-yl)phenyl]ethylideneamino]-3-(2,3-dimethylphenyl)thiourea",,394.6,C23H30N4S,71.8,519,5.4,28,2,3,4,"InChI=1S/C23H30N4S/c1-17-9-8-10-22(18(17)2)24-23(28)26-25-19(3)20-11-13-21(14-12-20)27-15-6-4-5-7-16-27/h8-14H,4-7,15-16H2,1-3H3,(H2,24,26,28)",CC1=C(C(=CC=C1)NC(=S)NN=C(C)C2=CC=C(C=C2)N3CCCCCC3)C,INQRPYYJYNCMGO-UHFFFAOYSA-N,"1-[1-[4-(azepan-1-yl)phenyl]ethylideneamino]-3-(2,3-dimethylphenyl)thiourea",394.219,394.219,0,1,0,0,0,0,1,0,1,0,0,0,,,0,,20050912,ABI Chem|ChemDB|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
3899440,"N-[1-[4-(azepan-1-yl)phenyl]ethylideneamino]-2,5-dimethylfuran-3-carboxamide",,353.5,C21H27N3O2,57.8,491,4.2,26,1,4,4,"InChI=1S/C21H27N3O2/c1-15-14-20(17(3)26-15)21(25)23-22-16(2)18-8-10-19(11-9-18)24-12-6-4-5-7-13-24/h8-11,14H,4-7,12-13H2,1-3H3,(H,23,25)",CC1=CC(=C(O1)C)C(=O)NN=C(C)C2=CC=C(C=C2)N3CCCCCC3,GAVSKTZGVHBVPJ-UHFFFAOYSA-N,"N-[1-[4-(azepan-1-yl)phenyl]ethylideneamino]-2,5-dimethylfuran-3-carboxamide",353.21,353.21,0,1,0,0,0,0,1,0,1,0,0,0,,,0,,20050912,ABI Chem|ChemDB|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
3912601,Naphthalen-1-ylmethyl 4-(azepan-1-yl)-3-nitrobenzoate,,404.5,C24H24N2O4,75.4,584,5.7,30,0,5,5,"InChI=1S/C24H24N2O4/c27-24(30-17-20-10-7-9-18-8-3-4-11-21(18)20)19-12-13-22(23(16-19)26(28)29)25-14-5-1-2-6-15-25/h3-4,7-13,16H,1-2,5-6,14-15,17H2",C1CCCN(CC1)C2=C(C=C(C=C2)C(=O)OCC3=CC=CC4=CC=CC=C43)[N+](=O)[O-],YKXQLKGXRXLRAQ-UHFFFAOYSA-N,naphthalen-1-ylmethyl 4-(azepan-1-yl)-3-nitrobenzoate,404.174,404.174,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,20050912,ABI Chem|ChemDB|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
3935171,N-[1-[4-(azepan-1-yl)phenyl]ethylideneamino]-4-nitrobenzamide,,380.4,C21H24N4O3,90.5,550,4.2,28,1,5,4,"InChI=1S/C21H24N4O3/c1-16(22-23-21(26)18-8-12-20(13-9-18)25(27)28)17-6-10-19(11-7-17)24-14-4-2-3-5-15-24/h6-13H,2-5,14-15H2,1H3,(H,23,26)",CC(=NNC(=O)C1=CC=C(C=C1)[N+](=O)[O-])C2=CC=C(C=C2)N3CCCCCC3,YLTDJXWHSLUEFC-UHFFFAOYSA-N,N-[1-[4-(azepan-1-yl)phenyl]ethylideneamino]-4-nitrobenzamide,380.185,380.185,0,1,0,0,0,0,1,0,1,0,0,0,,,0,,20050912,ABI Chem|ChemDB|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
3938983,2-(azepan-1-yl)-N-ethyl-5-nitro-N-phenylbenzamide,,367.4,C21H25N3O3,69.4,493,4.5,27,0,4,4,"InChI=1S/C21H25N3O3/c1-2-23(17-10-6-5-7-11-17)21(25)19-16-18(24(26)27)12-13-20(19)22-14-8-3-4-9-15-22/h5-7,10-13,16H,2-4,8-9,14-15H2,1H3",CCN(C1=CC=CC=C1)C(=O)C2=C(C=CC(=C2)[N+](=O)[O-])N3CCCCCC3,MAHDGDLIUWHHJA-UHFFFAOYSA-N,2-(azepan-1-yl)-N-ethyl-5-nitro-N-phenylbenzamide,367.19,367.19,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,20050912,ABI Chem|ChemDB|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
3950396,"2-[[4-(Azepan-1-yl)-7-nitro-2,1,3-benzoxadiazol-5-yl]amino]ethanol","2-[[4-(azepan-1-yl)-7-nitro-2,1,3-benzoxadiazol-5-yl]amino]ethanol|2-{[4-(azepan-1-yl)-7-nitro-2,1,3-benzoxadiazol-5-yl]amino}ethanol|Oprea1_755068|371948-03-7|MLS001216472|CHEMBL1497954|DTXSID401319785|HMS2871N10|STK529597|AKOS005462598|SMR000544205",321.33,C14H19N5O4,120,399,1.6,23,2,8,4,"InChI=1S/C14H19N5O4/c20-8-5-15-10-9-11(19(21)22)12-13(17-23-16-12)14(10)18-6-3-1-2-4-7-18/h9,15,20H,1-8H2",C1CCCN(CC1)C2=C(C=C(C3=NON=C23)[N+](=O)[O-])NCCO,XIHTXJYAPZPOON-UHFFFAOYSA-N,"2-[[4-(azepan-1-yl)-7-nitro-2,1,3-benzoxadiazol-5-yl]amino]ethanol",321.144,321.144,0,1,0,0,0,0,0,0,0,2,0,0,,Biological Test Results|Chemical and Physical Properties|Classification|Literature|Biological Test Results: Active|Biological Test Results: Micromolar,6,1490|1511|1527|1529|1530|1531|1554|1556|1565|1566|1578|1621|1654|1662|1663|1672|1700|1706|1721|1722|1766|1768|1777|1778|1779|1789|1800|1813|1814|1817|1822|1825|1832|1845|1850|1861|1863|1868|1875|1885|1899|1903|1906|1910|1947|1950|1961|1962|1974|1979|1984|1986|1987|1996|2006|2012|2013|2014|2016|2023|2025|2029|2052|2057|2058|2066|2071|2073|2094|2097|2098|2099|2100|2101|2129|2130|2156|2174|2177|2216|2221|2227|2234|2235|2237|2239|2247|2280|2288|2289|2300|2314|2315|2326|2380|2391|2435|2445|2451|2462|2472|2517|2520|2521|2524|2528|2540|2544|2546|2550|2551|2553|2557|2563|2599|2606|2629|2642|2648|2650|2661|2662|2675|2676|2685|2690|2716|2717|2718|2751|2796|2797|2805|2806|2825|434955|434962|434973|434989|435003|435005|435022|435030|449728|449762|449763|463079|463082|463104|463111|463141|463165|463190|463195|463210|463212|463254|485270|485272|485273|485275|485281|485294|485297|485298|485313|485314|485317|485341|485344|485346|485347|485349|485353|485358|485364|485367|488837|488839|488847|488862|488890|488895|488896|488899|488912|488915|488917|488918|488919|488922|488965|488966|488975|488977|489030|489031|492947|492953|492956|492972|493005|493008|493011|493012|493014|493036|493056|493084|493087|493091|493098|493131|493160|493187|493244|504326|504327|504329|504332|504333|504339|504357|504406|504408|504411|504414|504423|504441|504444|504454|504462|504466|504467|504490|504523|504558|504577|504582|504621|504634|504648|504651|504652|504660|504690|504692|504700|504706|504707|504720|504734|504766|504775|504803|504810|504812|504834|504842|504845|504847|504884|504891|504894|504937|540253|540263|540267|540275|540277|540295|540303|540308|540317|540336|540364|588334|588335|588342|588352|588354|588358|588391|588405|588413|588436|588453|588456|588458|588473|588475|588478|588489|588492|588493|588497|588499|588501|588511|588549|588579|588590|588591|588621|588627|588664|588674|588675|588676|588689|588692|588726|588727|588795|588814|588819|588850|588852|588855|588856|602123|602141|602162|602163|602179|602229|602233|602244|602247|602248|602250|602252|602261|602274|602281|602310|602313|602329|602332|602340|602342|602346|602363|602393|602396|602399|602405|602410|602429|602438|602440|602449|602481|623870|623877|623901|624037|624038|624040|624125|624126|624127|624168|624169|624170|624171|624172|624173|624178|624202|624204|624246|624256|624263|624267|624268|624287|624288|624291|624296|624297|624304|624330|624352|624354|624377|624414|624415|624416|624417|624418|624463|624464|624465|624466|624467|624483|651550|651560|651572|651602|651610|651635|651636|651640|651644|651647|651654|651658|651661|651687|651699|651702|651704|651710|651711|651718|651719|651723|651724|651725|651768|651800|651819|651820|651821|651957|651958|651965|651999|652010|652017|652025|652039|652048|652051|652054|652067|652104|652105|652106|652115|652126|652154|652162|652163|652197|652257|686940|686964|686970|686971|686978|686979|686992|686996|687014|687016|720504|720508|720509|720511|720542|720543|720551|720553|720582|720596|720647|720648|720700|720702|720704|720706|720707|720708|720709|720711|743126|743238|743247|743255|743266|743269|743279|743287|743397|743398|743445|1053175|1053197|1117319|1159524|1159583|1159606|1224865|1259309|1259311|1259313|1259318|1259400|1259415|1272365|1346378|1347041|1347056|1347071|1347075|1347076|1347120|1347131|1671190|1671463|1745845|1920062,20050912,"ABI Chem|AKos Consulting & Solutions|Chem-Space.com Database|ChemBank|ChEMBL|ChemDB|ChemSpider|Collaborative Drug Discovery, Inc.|DiscoveryGate|EPA DSSTox|ICCB-Longwood Screening Facility, Harvard Medical School|LabNetwork, a WuXi AppTec Company|Mcule|MLSMR|MolGenie|MolPort|NextBio|RR Scientific|Small Molecule Screening Facility, UW Madison|Vitas-M Laboratory|ZINC",Chemical Vendors|Curation Efforts|Governmental Organizations|Legacy Depositors|NIH Initiatives|Research and Development|Subscription Services,
